SiteNumber,IslandCode,IslandName,SiteCode,SiteName,SurveyYear,Date,CommonName,ScientificName,ReserveStatus,Reference,Mean_Density,HorizontalSecci,Surge,MeanDepth
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1994,1994-09-13,"black surfperch, adult",Embiotoca jacksoni,Inside,TRUE,0,20.3,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1994,1994-09-13,"black surfperch, juvenile",Embiotoca jacksoni,Inside,TRUE,0,20.3,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1994,1994-09-13,"blacksmith, adult",Chromis punctipinnis,Inside,TRUE,0.125,20.3,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1994,1994-09-13,"blacksmith, juvenile",Chromis punctipinnis,Inside,TRUE,0.0017,20.3,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1994,1994-09-13,"blue rockfish, adult",Sebastes mystinus,Inside,TRUE,0,20.3,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1994,1994-09-13,"blue rockfish, juvenile",Sebastes mystinus,Inside,TRUE,0,20.3,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1994,1994-09-13,"California sheephead, female",Semicossyphus pulcher,Inside,TRUE,0.0117,20.3,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1994,1994-09-13,"California sheephead, male",Semicossyphus pulcher,Inside,TRUE,0,20.3,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1994,1994-09-13,"garibaldi, adult",Hypsypops rubicundus,Inside,TRUE,0.0067,20.3,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1994,1994-09-13,"garibaldi, juvenile",Hypsypops rubicundus,Inside,TRUE,0,20.3,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1994,1994-09-13,"kelp bass, adult",Paralabrax clathratus,Inside,TRUE,0.0067,20.3,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1994,1994-09-13,"kelp bass, juvenile",Paralabrax clathratus,Inside,TRUE,0,20.3,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1994,1994-09-13,"kelp rockfish, adult",Sebastes atrovirens,Inside,TRUE,0.0033,20.3,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1994,1994-09-13,"kelp rockfish, juvenile",Sebastes atrovirens,Inside,TRUE,0,20.3,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1994,1994-09-13,"olive rockfish, adult",Sebastes serranoides,Inside,TRUE,0,20.3,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1994,1994-09-13,"olive rockfish, juvenile",Sebastes serranoides,Inside,TRUE,0,20.3,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1994,1994-09-13,"opaleye, adult",Girella nigricans,Inside,TRUE,0,20.3,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1994,1994-09-13,"opaleye, juvenile",Girella nigricans,Inside,TRUE,0,20.3,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1994,1994-09-13,"pile perch, adult",Rhacochilus vacca,Inside,TRUE,0,20.3,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1994,1994-09-13,"pile perch, juvenile",Rhacochilus vacca,Inside,TRUE,0,20.3,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1994,1994-09-13,"rock wrasse, female",Halichoeres semicinctus,Inside,TRUE,0.0017,20.3,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1994,1994-09-13,"rock wrasse, male",Halichoeres semicinctus,Inside,TRUE,0,20.3,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1994,1994-09-13,"senorita, adult",Oxyjulis californica,Inside,TRUE,0.0183,20.3,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1994,1994-09-13,"senorita, juvenile",Oxyjulis californica,Inside,TRUE,0.005,20.3,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1994,1994-09-13,"striped surfperch, adult",Embiotoca lateralis,Inside,TRUE,0,20.3,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1994,1994-09-13,"striped surfperch, juvenile",Embiotoca lateralis,Inside,TRUE,0,20.3,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1995,1995-09-11,"black surfperch, adult",Embiotoca jacksoni,Inside,TRUE,0,13.5,8,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1995,1995-09-11,"black surfperch, juvenile",Embiotoca jacksoni,Inside,TRUE,0,13.5,8,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1995,1995-09-11,"blacksmith, adult",Chromis punctipinnis,Inside,TRUE,0.02,13.5,8,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1995,1995-09-11,"blacksmith, juvenile",Chromis punctipinnis,Inside,TRUE,0,13.5,8,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1995,1995-09-11,"blue rockfish, adult",Sebastes mystinus,Inside,TRUE,0,13.5,8,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1995,1995-09-11,"blue rockfish, juvenile",Sebastes mystinus,Inside,TRUE,0,13.5,8,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1995,1995-09-11,"California sheephead, female",Semicossyphus pulcher,Inside,TRUE,0.0033,13.5,8,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1995,1995-09-11,"California sheephead, male",Semicossyphus pulcher,Inside,TRUE,0,13.5,8,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1995,1995-09-11,"garibaldi, adult",Hypsypops rubicundus,Inside,TRUE,0.0033,13.5,8,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1995,1995-09-11,"garibaldi, juvenile",Hypsypops rubicundus,Inside,TRUE,0,13.5,8,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1995,1995-09-11,"kelp bass, adult",Paralabrax clathratus,Inside,TRUE,0.005,13.5,8,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1995,1995-09-11,"kelp bass, juvenile",Paralabrax clathratus,Inside,TRUE,0,13.5,8,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1995,1995-09-11,"kelp rockfish, adult",Sebastes atrovirens,Inside,TRUE,0,13.5,8,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1995,1995-09-11,"kelp rockfish, juvenile",Sebastes atrovirens,Inside,TRUE,0,13.5,8,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1995,1995-09-11,"olive rockfish, adult",Sebastes serranoides,Inside,TRUE,0,13.5,8,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1995,1995-09-11,"olive rockfish, juvenile",Sebastes serranoides,Inside,TRUE,0,13.5,8,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1995,1995-09-11,"opaleye, adult",Girella nigricans,Inside,TRUE,0.0033,13.5,8,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1995,1995-09-11,"opaleye, juvenile",Girella nigricans,Inside,TRUE,0,13.5,8,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1995,1995-09-11,"pile perch, adult",Rhacochilus vacca,Inside,TRUE,0,13.5,8,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1995,1995-09-11,"pile perch, juvenile",Rhacochilus vacca,Inside,TRUE,0,13.5,8,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1995,1995-09-11,"rock wrasse, female",Halichoeres semicinctus,Inside,TRUE,0,13.5,8,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1995,1995-09-11,"rock wrasse, male",Halichoeres semicinctus,Inside,TRUE,0,13.5,8,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1995,1995-09-11,"senorita, adult",Oxyjulis californica,Inside,TRUE,0,13.5,8,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1995,1995-09-11,"senorita, juvenile",Oxyjulis californica,Inside,TRUE,0,13.5,8,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1995,1995-09-11,"striped surfperch, adult",Embiotoca lateralis,Inside,TRUE,0,13.5,8,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1995,1995-09-11,"striped surfperch, juvenile",Embiotoca lateralis,Inside,TRUE,0,13.5,8,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1996,1996-08-19,"black surfperch, adult",Embiotoca jacksoni,Inside,TRUE,0,18,18,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1996,1996-08-19,"black surfperch, juvenile",Embiotoca jacksoni,Inside,TRUE,0,18,18,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1996,1996-08-19,"blacksmith, adult",Chromis punctipinnis,Inside,TRUE,0.0383,18,18,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1996,1996-08-19,"blacksmith, juvenile",Chromis punctipinnis,Inside,TRUE,0.005,18,18,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1996,1996-08-19,"blue rockfish, adult",Sebastes mystinus,Inside,TRUE,0,18,18,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1996,1996-08-19,"blue rockfish, juvenile",Sebastes mystinus,Inside,TRUE,0,18,18,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1996,1996-08-19,"California sheephead, female",Semicossyphus pulcher,Inside,TRUE,0.005,18,18,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1996,1996-08-19,"California sheephead, juvenile",Semicossyphus pulcher,Inside,TRUE,0,18,18,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1996,1996-08-19,"California sheephead, male",Semicossyphus pulcher,Inside,TRUE,0,18,18,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1996,1996-08-19,"garibaldi, adult",Hypsypops rubicundus,Inside,TRUE,0.0017,18,18,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1996,1996-08-19,"garibaldi, juvenile",Hypsypops rubicundus,Inside,TRUE,0,18,18,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1996,1996-08-19,"kelp bass, adult",Paralabrax clathratus,Inside,TRUE,0.0033,18,18,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1996,1996-08-19,"kelp bass, juvenile",Paralabrax clathratus,Inside,TRUE,0,18,18,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1996,1996-08-19,"kelp rockfish, adult",Sebastes atrovirens,Inside,TRUE,0,18,18,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1996,1996-08-19,"kelp rockfish, juvenile",Sebastes atrovirens,Inside,TRUE,0,18,18,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1996,1996-08-19,"olive rockfish, adult",Sebastes serranoides,Inside,TRUE,0,18,18,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1996,1996-08-19,"olive rockfish, juvenile",Sebastes serranoides,Inside,TRUE,0,18,18,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1996,1996-08-19,"opaleye, adult",Girella nigricans,Inside,TRUE,0,18,18,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1996,1996-08-19,"opaleye, juvenile",Girella nigricans,Inside,TRUE,0,18,18,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1996,1996-08-19,"pile perch, adult",Rhacochilus vacca,Inside,TRUE,0,18,18,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1996,1996-08-19,"pile perch, juvenile",Rhacochilus vacca,Inside,TRUE,0,18,18,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1996,1996-08-19,"rock wrasse, female",Halichoeres semicinctus,Inside,TRUE,0,18,18,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1996,1996-08-19,"rock wrasse, male",Halichoeres semicinctus,Inside,TRUE,0,18,18,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1996,1996-08-19,"senorita, adult",Oxyjulis californica,Inside,TRUE,0,18,18,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1996,1996-08-19,"senorita, juvenile",Oxyjulis californica,Inside,TRUE,0,18,18,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1996,1996-08-19,"striped surfperch, adult",Embiotoca lateralis,Inside,TRUE,0,18,18,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1996,1996-08-19,"striped surfperch, juvenile",Embiotoca lateralis,Inside,TRUE,0,18,18,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1997,1997-09-23,"black surfperch, adult",Embiotoca jacksoni,Inside,TRUE,0,15.2,20,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1997,1997-09-23,"black surfperch, juvenile",Embiotoca jacksoni,Inside,TRUE,0,15.2,20,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1997,1997-09-23,"blacksmith, adult",Chromis punctipinnis,Inside,TRUE,0,15.2,20,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1997,1997-09-23,"blacksmith, juvenile",Chromis punctipinnis,Inside,TRUE,0.1233,15.2,20,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1997,1997-09-23,"blue rockfish, adult",Sebastes mystinus,Inside,TRUE,0,15.2,20,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1997,1997-09-23,"blue rockfish, juvenile",Sebastes mystinus,Inside,TRUE,0,15.2,20,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1997,1997-09-23,"California sheephead, female",Semicossyphus pulcher,Inside,TRUE,0,15.2,20,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1997,1997-09-23,"California sheephead, juvenile",Semicossyphus pulcher,Inside,TRUE,0,15.2,20,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1997,1997-09-23,"California sheephead, male",Semicossyphus pulcher,Inside,TRUE,0,15.2,20,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1997,1997-09-23,"garibaldi, adult",Hypsypops rubicundus,Inside,TRUE,0.0017,15.2,20,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1997,1997-09-23,"garibaldi, juvenile",Hypsypops rubicundus,Inside,TRUE,0,15.2,20,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1997,1997-09-23,"kelp bass, adult",Paralabrax clathratus,Inside,TRUE,0,15.2,20,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1997,1997-09-23,"kelp bass, juvenile",Paralabrax clathratus,Inside,TRUE,0,15.2,20,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1997,1997-09-23,"kelp rockfish, adult",Sebastes atrovirens,Inside,TRUE,0,15.2,20,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1997,1997-09-23,"kelp rockfish, juvenile",Sebastes atrovirens,Inside,TRUE,0,15.2,20,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1997,1997-09-23,"olive rockfish, adult",Sebastes serranoides,Inside,TRUE,0,15.2,20,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1997,1997-09-23,"olive rockfish, juvenile",Sebastes serranoides,Inside,TRUE,0,15.2,20,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1997,1997-09-23,"opaleye, adult",Girella nigricans,Inside,TRUE,0,15.2,20,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1997,1997-09-23,"opaleye, juvenile",Girella nigricans,Inside,TRUE,0,15.2,20,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1997,1997-09-23,"pile perch, adult",Rhacochilus vacca,Inside,TRUE,0,15.2,20,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1997,1997-09-23,"pile perch, juvenile",Rhacochilus vacca,Inside,TRUE,0,15.2,20,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1997,1997-09-23,"rock wrasse, female",Halichoeres semicinctus,Inside,TRUE,0,15.2,20,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1997,1997-09-23,"rock wrasse, male",Halichoeres semicinctus,Inside,TRUE,0,15.2,20,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1997,1997-09-23,"senorita, adult",Oxyjulis californica,Inside,TRUE,0,15.2,20,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1997,1997-09-23,"senorita, juvenile",Oxyjulis californica,Inside,TRUE,0,15.2,20,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1997,1997-09-23,"striped surfperch, adult",Embiotoca lateralis,Inside,TRUE,0,15.2,20,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1997,1997-09-23,"striped surfperch, juvenile",Embiotoca lateralis,Inside,TRUE,0,15.2,20,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1998,1998-09-29,"black surfperch, adult",Embiotoca jacksoni,Inside,TRUE,0,27,12,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1998,1998-09-29,"black surfperch, juvenile",Embiotoca jacksoni,Inside,TRUE,0,27,12,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1998,1998-09-29,"blacksmith, adult",Chromis punctipinnis,Inside,TRUE,0.0583,27,12,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1998,1998-09-29,"blacksmith, juvenile",Chromis punctipinnis,Inside,TRUE,0,27,12,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1998,1998-09-29,"blue rockfish, adult",Sebastes mystinus,Inside,TRUE,0,27,12,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1998,1998-09-29,"blue rockfish, juvenile",Sebastes mystinus,Inside,TRUE,0,27,12,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1998,1998-09-29,"California sheephead, female",Semicossyphus pulcher,Inside,TRUE,0.0017,27,12,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1998,1998-09-29,"California sheephead, juvenile",Semicossyphus pulcher,Inside,TRUE,0,27,12,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1998,1998-09-29,"California sheephead, male",Semicossyphus pulcher,Inside,TRUE,0,27,12,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1998,1998-09-29,"garibaldi, adult",Hypsypops rubicundus,Inside,TRUE,0,27,12,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1998,1998-09-29,"garibaldi, juvenile",Hypsypops rubicundus,Inside,TRUE,0,27,12,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1998,1998-09-29,"kelp bass, adult",Paralabrax clathratus,Inside,TRUE,0,27,12,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1998,1998-09-29,"kelp bass, juvenile",Paralabrax clathratus,Inside,TRUE,0,27,12,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1998,1998-09-29,"kelp rockfish, adult",Sebastes atrovirens,Inside,TRUE,0,27,12,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1998,1998-09-29,"kelp rockfish, juvenile",Sebastes atrovirens,Inside,TRUE,0,27,12,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1998,1998-09-29,"olive rockfish, adult",Sebastes serranoides,Inside,TRUE,0,27,12,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1998,1998-09-29,"olive rockfish, juvenile",Sebastes serranoides,Inside,TRUE,0,27,12,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1998,1998-09-29,"opaleye, adult",Girella nigricans,Inside,TRUE,0,27,12,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1998,1998-09-29,"opaleye, juvenile",Girella nigricans,Inside,TRUE,0,27,12,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1998,1998-09-29,"pile perch, adult",Rhacochilus vacca,Inside,TRUE,0,27,12,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1998,1998-09-29,"pile perch, juvenile",Rhacochilus vacca,Inside,TRUE,0,27,12,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1998,1998-09-29,"rock wrasse, female",Halichoeres semicinctus,Inside,TRUE,0,27,12,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1998,1998-09-29,"rock wrasse, male",Halichoeres semicinctus,Inside,TRUE,0,27,12,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1998,1998-09-29,"senorita, adult",Oxyjulis californica,Inside,TRUE,0,27,12,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1998,1998-09-29,"senorita, juvenile",Oxyjulis californica,Inside,TRUE,0,27,12,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1998,1998-09-29,"striped surfperch, adult",Embiotoca lateralis,Inside,TRUE,0,27,12,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1998,1998-09-29,"striped surfperch, juvenile",Embiotoca lateralis,Inside,TRUE,0,27,12,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1999,1999-08-18,"black surfperch, adult",Embiotoca jacksoni,Inside,TRUE,0,21.5,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1999,1999-08-18,"black surfperch, juvenile",Embiotoca jacksoni,Inside,TRUE,0,21.5,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1999,1999-08-18,"blacksmith, adult",Chromis punctipinnis,Inside,TRUE,0.0467,21.5,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1999,1999-08-18,"blacksmith, juvenile",Chromis punctipinnis,Inside,TRUE,0,21.5,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1999,1999-08-18,"blue rockfish, adult",Sebastes mystinus,Inside,TRUE,0,21.5,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1999,1999-08-18,"blue rockfish, juvenile",Sebastes mystinus,Inside,TRUE,0.0033,21.5,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1999,1999-08-18,"California sheephead, female",Semicossyphus pulcher,Inside,TRUE,0.015,21.5,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1999,1999-08-18,"California sheephead, juvenile",Semicossyphus pulcher,Inside,TRUE,0.0017,21.5,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1999,1999-08-18,"California sheephead, male",Semicossyphus pulcher,Inside,TRUE,0,21.5,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1999,1999-08-18,"garibaldi, adult",Hypsypops rubicundus,Inside,TRUE,0.005,21.5,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1999,1999-08-18,"garibaldi, juvenile",Hypsypops rubicundus,Inside,TRUE,0,21.5,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1999,1999-08-18,"kelp bass, adult",Paralabrax clathratus,Inside,TRUE,0,21.5,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1999,1999-08-18,"kelp bass, juvenile",Paralabrax clathratus,Inside,TRUE,0,21.5,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1999,1999-08-18,"kelp rockfish, adult",Sebastes atrovirens,Inside,TRUE,0,21.5,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1999,1999-08-18,"kelp rockfish, juvenile",Sebastes atrovirens,Inside,TRUE,0,21.5,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1999,1999-08-18,"olive rockfish, adult",Sebastes serranoides,Inside,TRUE,0,21.5,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1999,1999-08-18,"olive rockfish, juvenile",Sebastes serranoides,Inside,TRUE,0,21.5,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1999,1999-08-18,"opaleye, adult",Girella nigricans,Inside,TRUE,0,21.5,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1999,1999-08-18,"opaleye, juvenile",Girella nigricans,Inside,TRUE,0,21.5,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1999,1999-08-18,"pile perch, adult",Rhacochilus vacca,Inside,TRUE,0,21.5,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1999,1999-08-18,"pile perch, juvenile",Rhacochilus vacca,Inside,TRUE,0,21.5,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1999,1999-08-18,"rock wrasse, female",Halichoeres semicinctus,Inside,TRUE,0.0133,21.5,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1999,1999-08-18,"rock wrasse, male",Halichoeres semicinctus,Inside,TRUE,0.0017,21.5,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1999,1999-08-18,"senorita, adult",Oxyjulis californica,Inside,TRUE,0,21.5,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1999,1999-08-18,"senorita, juvenile",Oxyjulis californica,Inside,TRUE,0,21.5,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1999,1999-08-18,"striped surfperch, adult",Embiotoca lateralis,Inside,TRUE,0,21.5,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,1999,1999-08-18,"striped surfperch, juvenile",Embiotoca lateralis,Inside,TRUE,0,21.5,15,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2000,2000-08-15,"black surfperch, adult",Embiotoca jacksoni,Inside,TRUE,0,13.9,40,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2000,2000-08-15,"black surfperch, juvenile",Embiotoca jacksoni,Inside,TRUE,0,13.9,40,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2000,2000-08-15,"blacksmith, adult",Chromis punctipinnis,Inside,TRUE,0.0033,13.9,40,43.09
14,SB,Santa Barbara Island,SESL,SE Sea Lion Rookery,2000,2000-08-15,"blacksmith, juvenile",Chromis punctipinnis,Inside,TRUE,0,13.9,40,43.09
